image_file	caption
Flicker8k_Dataset/1313693129_71d0b21c63.jpg	<start> Seorang anak laki-laki dan seorang gadis berdiri di tepi sungai menghadap air. <end>
Flicker8k_Dataset/1313693129_71d0b21c63.jpg	<start> Seorang anak laki-laki dan seorang gadis sedikit lebih tua berdiri di pantai danau biru kecil. <end>
Flicker8k_Dataset/1313693129_71d0b21c63.jpg	<start> Seorang wanita muda dan seorang anak laki-laki berdiri di pantai sungai. <end>
Flicker8k_Dataset/1313693129_71d0b21c63.jpg	<start> Dua orang, seorang anak laki-laki kuning dan gadis berkulit coklat, berdiri di pantai danau. <end>
Flicker8k_Dataset/1313693129_71d0b21c63.jpg	<start> Dua orang berdiri di tepi air. <end>
Flicker8k_Dataset/2562377955_8d670ccec6.jpg	<start> anak laki-laki dalam kostum oranye adalah tentang pitch bisbol. <end>
Flicker8k_Dataset/2562377955_8d670ccec6.jpg	"<start> Seorang anak laki-laki di sebuah "" Spring Hill "" seragam tim bola, melempar bola. <end>"
Flicker8k_Dataset/2562377955_8d670ccec6.jpg	<start> Seorang anak kecil dengan lemparan jeruk di pertandingan bisbol. <end>
Flicker8k_Dataset/2562377955_8d670ccec6.jpg	<start> Seorang anak muda berseragam oranye melempar bola bisbol selama pertandingan. <end>
Flicker8k_Dataset/2562377955_8d670ccec6.jpg	<start> Anak laki-laki di kemeja oranye melemparkan bola. <end>
Flicker8k_Dataset/2193980605_4221c6474d.jpg	<start> Sekelompok orang melompat ke udara dengan tangan terangkat tinggi. <end>
Flicker8k_Dataset/2193980605_4221c6474d.jpg	<start> Sekelompok orang di padang pasir melompat, salah satu melempar bola. <end>
Flicker8k_Dataset/2193980605_4221c6474d.jpg	<start> Sekelompok enam orang telah melompat ke udara di antah berantah dan satu adalah menangkap bola. <end>
Flicker8k_Dataset/2193980605_4221c6474d.jpg	<start> Enam orang melompat di udara, salah satu dari mereka melemparkan bola. <end>
Flicker8k_Dataset/2193980605_4221c6474d.jpg	<start> Enam orang melompat untuk bola. <end>
Flicker8k_Dataset/3585117340_73e96b6173.jpg	<start> Setumpuk anjing tidur di tempat tidur anjing biru. <end>
Flicker8k_Dataset/3585117340_73e96b6173.jpg	<start> Empat anak anjing tidur di atas selimut biru. <end>
Flicker8k_Dataset/3585117340_73e96b6173.jpg	<start> Empat anak anjing berbintik tidur siang. <end>
Flicker8k_Dataset/3585117340_73e96b6173.jpg	<start> Empat anak anjing putih dan coklat tidur bersama di atas selimut biru. <end>
Flicker8k_Dataset/3585117340_73e96b6173.jpg	<start> empat anak anjing muda meringkuk bersama di tengah selimut. <end>
Flicker8k_Dataset/429174232_ddd4ff5e0b.jpg	<start> sebuah gang terbuka untuk beberapa orang berjalan oleh <end>
Flicker8k_Dataset/429174232_ddd4ff5e0b.jpg	<start> Kaki beberapa orang berjalan melewati gang. <end>
Flicker8k_Dataset/429174232_ddd4ff5e0b.jpg	<start> Dua pasang kaki berjalan melewati ujung gang antara dua bangunan bata. <end>
Flicker8k_Dataset/429174232_ddd4ff5e0b.jpg	<start> Dua orang berjalan di jalan, terlihat dari gang. <end>
Flicker8k_Dataset/429174232_ddd4ff5e0b.jpg	<start> Melihat melalui gang pejalan kaki lewat. <end>
Flicker8k_Dataset/3564157681_03a13b7112.jpg	<start> Seekor anjing menangkap Frisbee kuning dilemparkan oleh pria berambut abu-abu. <end>
Flicker8k_Dataset/3564157681_03a13b7112.jpg	<start> Seorang pria melihat anjing menangkap Frisbee di udara. <end>
Flicker8k_Dataset/3564157681_03a13b7112.jpg	<start> Seorang pria berdiri saat anjing melompat untuk meraih Frisbee sementara orang-orang duduk di dinding menonton. <end>
Flicker8k_Dataset/3564157681_03a13b7112.jpg	<start> Seorang pria melemparkan Frisbee ke anjingnya yang melompat untuk menangkapnya. <end>
Flicker8k_Dataset/3564157681_03a13b7112.jpg	<start> Anjing melompat untuk menangkap Frisbee sementara orang menonton. <end>
Flicker8k_Dataset/2854959952_3991a385ab.jpg	<start> Satu anjing melompat untuk menangkap softball sementara yang lain tampak di. <end>
Flicker8k_Dataset/2854959952_3991a385ab.jpg	<start> Dua anjing, salah satu yang melompat di udara, mengejar bola di luar ruangan. <end>
Flicker8k_Dataset/2854959952_3991a385ab.jpg	<start> dua anjing melompat untuk bola di lapangan hijau. <end>
Flicker8k_Dataset/2854959952_3991a385ab.jpg	<start> Dua anjing bermain tangkap bola di lapangan. <end>
Flicker8k_Dataset/2854959952_3991a385ab.jpg	<start> Dua anjing kecil mengejar bola melintasi lapangan rumput. <end>
Flicker8k_Dataset/3171651115_e07b9d08f6.jpg	<start> seorang surfer sendirian naik gelombang besar melonjak melalui udara dengan tangannya terangkat. <end>
Flicker8k_Dataset/3171651115_e07b9d08f6.jpg	<start> Seorang pria dalam pakaian basah gelap tertangkap oleh gelombang. <end>
Flicker8k_Dataset/3171651115_e07b9d08f6.jpg	<start> Seorang pria melompat ke ombak. <end>
Flicker8k_Dataset/3171651115_e07b9d08f6.jpg	<start> Peselancar menangkap ombak besar dan menangkap dirinya di tengah-tengah musim gugur. <end>
Flicker8k_Dataset/3171651115_e07b9d08f6.jpg	<start> Man in action over a wave <end>
Flicker8k_Dataset/3630332976_fdba22c50b.jpg	<start> Anak laki-laki menarik anak lain ke belakang. <end>
Flicker8k_Dataset/3630332976_fdba22c50b.jpg	<start> Satu anak menaikkan anak lain di punggungnya. <end>
Flicker8k_Dataset/3630332976_fdba22c50b.jpg	<start> Satu anak mengangkat lainnya di punggungnya, di dalam sebuah ruangan. <end>
Flicker8k_Dataset/3630332976_fdba22c50b.jpg	<start> Anak laki-laki dalam kemeja abu-abu memegang anak laki-laki dalam kemeja merah di punggungnya. <end>
Flicker8k_Dataset/3630332976_fdba22c50b.jpg	<start> Dua anak laki-laki kembali ke belakang sebagai salah satu memegang yang lain. <end>
Flicker8k_Dataset/2343525685_3eba3b6686.jpg	<start> Seorang pria berambut gelap mengenakan kemeja coklat memanjat dinding batu abu-abu. <end>
Flicker8k_Dataset/2343525685_3eba3b6686.jpg	<start> a man holding on to a rock wall <end>
Flicker8k_Dataset/2343525685_3eba3b6686.jpg	<start> Seorang pria skala dinding panjat batu. <end>
Flicker8k_Dataset/2343525685_3eba3b6686.jpg	<start> Seorang pria berjuang untuk memanjat dinding batu. <end>
Flicker8k_Dataset/2343525685_3eba3b6686.jpg	<start> Seorang pria dengan kacamata memanjat dinding batu. <end>
Flicker8k_Dataset/3465396606_5ba1574128.jpg	<start> Seorang wanita pirang mengenakan atas putih dan pantat hitam mendorong kereta dorong hitam sementara seorang pria berambut cokelat mengenakan t-shirt abu-abu dan celana putih berjalan anjing cokelat. <end>
Flicker8k_Dataset/3465396606_5ba1574128.jpg	<start> Sepasang suami istri berjalan-jalan dengan anjing dan anak-anak di kereta bayi di depan toko. <end>
Flicker8k_Dataset/3465396606_5ba1574128.jpg	<start> Seorang pria dengan celana pendek berjalan seekor anjing cokelat besar dan seorang wanita mendorong kereta bayi berjalan tepat di belakangnya. <end>
Flicker8k_Dataset/3465396606_5ba1574128.jpg	<start> Seorang pria berjalan seekor anjing cokelat sementara seorang wanita mendorong kereta bayi. <end>
Flicker8k_Dataset/3465396606_5ba1574128.jpg	<start> Seorang wanita dengan kereta bayi melewati seorang pria berjalan anjing. <end>
Flicker8k_Dataset/2558911884_856dfc3951.jpg	<start> Sekelompok anak laki-laki di gigi renang bermain di lapangan dikelilingi oleh pohon. <end>
Flicker8k_Dataset/2558911884_856dfc3951.jpg	<start> Laki-laki dengan celana pendek melompat dan bermain di luar <end>
Flicker8k_Dataset/2558911884_856dfc3951.jpg	<start> Tiga anak laki-laki bermain dengan spons dan ember air. <end>
Flicker8k_Dataset/2558911884_856dfc3951.jpg	<start> Tiga anak melempar balon air. <end>
Flicker8k_Dataset/2558911884_856dfc3951.jpg	<start> Tiga anak laki-laki bermain di luar. <end>
Flicker8k_Dataset/3110174991_a4b05f8a46.jpg	<start> Seorang pria dan seorang wanita menatap tanah. <end>
Flicker8k_Dataset/3110174991_a4b05f8a46.jpg	<start> Seorang pria membantu seseorang mengenakan jubah mewah. <end>
Flicker8k_Dataset/3110174991_a4b05f8a46.jpg	<start> Seorang pria mengenakan setelan gelap melihat ke bawah sebagai orang lain berpakaian hitam dan putih melakukan hal yang sama. <end>
Flicker8k_Dataset/3110174991_a4b05f8a46.jpg	<start> Wanita botak berdiri tersenyum di samping pria yang mengerutkan dahi. <end>
Flicker8k_Dataset/3110174991_a4b05f8a46.jpg	<start> Dua pria berbicara dan tertawa. <end>
Flicker8k_Dataset/1368338041_6b4077ca98.jpg	<start> Tiga anjing melihat semen langkan. <end>
Flicker8k_Dataset/1368338041_6b4077ca98.jpg	<start> Tiga anjing di trotoar. <end>
Flicker8k_Dataset/1368338041_6b4077ca98.jpg	<start> Tiga anjing kecil mengendus sesuatu. <end>
Flicker8k_Dataset/1368338041_6b4077ca98.jpg	<start> Tiga anjing kecil, dua putih dan satu hitam dan putih, di trotoar. <end>
Flicker8k_Dataset/1368338041_6b4077ca98.jpg	<start> Dua anjing putih melihat satu anjing hitam di jalan beraspal. <end>
Flicker8k_Dataset/1785138090_76a56aaabc.jpg	<start> Seorang wanita berjalan memakai bikini string ke arah seorang pria dalam kemeja bergaris. <end>
Flicker8k_Dataset/1785138090_76a56aaabc.jpg	<start> Seorang wanita dengan pakaian renang minim berjalan pergi. <end>
Flicker8k_Dataset/1785138090_76a56aaabc.jpg	<start> Seorang wanita dengan baju renang berjalan di sepanjang jalan di samping tiga pohon. <end>
Flicker8k_Dataset/1785138090_76a56aaabc.jpg	<start> Seorang wanita mengenakan pakaian renang minim berjalan dengan handuk di tempat parkir. <end>
Flicker8k_Dataset/1785138090_76a56aaabc.jpg	<start> Tiga pohon besar dan sisi belakang seorang gadis dengan bikini. <end>
Flicker8k_Dataset/3677964239_6406ed096f.jpg	<start> beberapa gadis di dermaga woooden makan es krim kerucut <end>
Flicker8k_Dataset/3677964239_6406ed096f.jpg	<start> Seorang gadis muda menikmati es krim dengan dua wanita yang lebih tua di dermaga-seperti pengaturan. <end>
Flicker8k_Dataset/3677964239_6406ed096f.jpg	<start> Dua wanita lebih tua dan seorang gadis kecil berdiri di luar di bawah bunga. <end>
Flicker8k_Dataset/3677964239_6406ed096f.jpg	<start> Dua wanita dan seorang gadis kecil sedang makan es krim. <end>
Flicker8k_Dataset/3677964239_6406ed096f.jpg	<start> Dua wanita dan anak-anak makan es krim di jembatan dihiasi dengan bunga. <end>
Flicker8k_Dataset/3458559770_12cf9f134e.jpg	<start> Sebuah biker dengan jaket biru, celana hitam, dan helm putih mengemudi di tanah sementara orang menonton. <end>
Flicker8k_Dataset/3458559770_12cf9f134e.jpg	<start> Seseorang dengan sepeda bmx. <end>
Flicker8k_Dataset/3458559770_12cf9f134e.jpg	<start> Orang berjaket biru bersepeda di jalan kotor dengan orang yang melihat dari balik penghalang merah dan putih. <end>
Flicker8k_Dataset/3458559770_12cf9f134e.jpg	<start> Biker biru akan sekitar sudut. <end>
Flicker8k_Dataset/3458559770_12cf9f134e.jpg	<start> Para pengendara motorcross memakai celana biru dan hitam. <end>
Flicker8k_Dataset/3356642567_f1d92cb81b.jpg	<start> Seorang gadis dengan sweater putih dan merah muda sedang melihat ke atas melalui cabang-cabang pohon. <end>
Flicker8k_Dataset/3356642567_f1d92cb81b.jpg	<start> Seorang gadis kecil dengan rambut hitam menusuk kepalanya melalui cabang pohon. <end>
Flicker8k_Dataset/3356642567_f1d92cb81b.jpg	<start> Seorang gadis Asia memeluk dua cabang pohon. <end>
Flicker8k_Dataset/3356642567_f1d92cb81b.jpg	<start> Seorang gadis Asia muda berdiri di antara dua batang pohon. <end>
Flicker8k_Dataset/3356642567_f1d92cb81b.jpg	<start> Gadis kecil memakai sweater putih berdiri di antara cabang pohon dengan daun hijau. <end>
Flicker8k_Dataset/294098577_c10f32bcfa.jpg	<start> Seorang pria dengan kaus biru ringan berjalan menyusuri jalan tanah. <end>
Flicker8k_Dataset/294098577_c10f32bcfa.jpg	<start> Seorang pria berjalan menyusuri jalan tanah dengan toko di sebelah kanannya. <end>
Flicker8k_Dataset/294098577_c10f32bcfa.jpg	<start> Seorang pria di jalan tanah di kota kecil <end>
Flicker8k_Dataset/294098577_c10f32bcfa.jpg	<start> Seorang pria berjalan menyusuri jalan kosong di samping pasar. <end>
Flicker8k_Dataset/294098577_c10f32bcfa.jpg	<start> Orang berjalan menyusuri jalan tanah dengan toko-toko di samping. <end>
Flicker8k_Dataset/2192475933_d779bf42eb.jpg	<start> Seorang anak laki-laki dalam pakaian basah di pantai yang ramai <end>
Flicker8k_Dataset/2192475933_d779bf42eb.jpg	<start> Anak laki-laki mengenakan pakaian renang di pantai yang ramai. <end>
Flicker8k_Dataset/2192475933_d779bf42eb.jpg	<start> Seorang anak laki-laki memakai pakaian hitam basah berdiri di pantai yang ramai. <end>
Flicker8k_Dataset/2192475933_d779bf42eb.jpg	<start> Anak laki-laki memakai pakaian renang di pantai. <end>
Flicker8k_Dataset/2192475933_d779bf42eb.jpg	<start> anak mengenakan topi di pantai <end>
Flicker8k_Dataset/698107542_3aa0ba78b4.jpg	<start> Seorang anak kecil mengangkat lengannya saat melompat dengan mainan kuning. <end>
Flicker8k_Dataset/698107542_3aa0ba78b4.jpg	<start> Anak dengan pakaian berwarna cerah berdiri dengan lengan diperpanjang luar. <end>
Flicker8k_Dataset/698107542_3aa0ba78b4.jpg	<start> Anak-anak melompat di gym melenting. <end>
Flicker8k_Dataset/698107542_3aa0ba78b4.jpg	<start> Dua gadis bermain di dalam rumah jumper. <end>
Flicker8k_Dataset/698107542_3aa0ba78b4.jpg	<start> Dua gadis kecil bermain di rumah kuning mengembang. <end>
Flicker8k_Dataset/565605894_8f0bed0438.jpg	<start> Seorang gadis tergantung pada cincin dari gym hutan. <end>
Flicker8k_Dataset/565605894_8f0bed0438.jpg	<start> Seorang gadis tergantung dari cincin logam. <end>
Flicker8k_Dataset/565605894_8f0bed0438.jpg	<start> seorang gadis memakai pink hangs pada lingkaran. <end>
Flicker8k_Dataset/565605894_8f0bed0438.jpg	<start> Seorang gadis muda meraih untuk taman bermain cincin dengan tekad di matanya. <end>
Flicker8k_Dataset/565605894_8f0bed0438.jpg	<start> Gadis itu bermain di ayunan dengan cincin. <end>
Flicker8k_Dataset/2290589734_b588471345.jpg	<start> Satu anak laki-laki dalam kemeja hitam meraih bendera anak laki-laki dalam kemeja merah dengan sepak bola. <end>
Flicker8k_Dataset/2290589734_b588471345.jpg	<start> Dua anak laki-laki bermain sepak bola bendera. <end>
Flicker8k_Dataset/2290589734_b588471345.jpg	<start> Dua anak laki-laki memainkan permainan sepak bola bendera. <end>
Flicker8k_Dataset/2290589734_b588471345.jpg	<start> Dua anak laki-laki dengan pelindung mulut dan satu memegang sepak bola sementara yang lain meraih untuknya. <end>
Flicker8k_Dataset/2290589734_b588471345.jpg	<start> Pemain sepak bola muda dengan pelindung mulut. <end>
Flicker8k_Dataset/444047125_66b249287c.jpg	<start> Seseorang mendaki di kaki gunung yang diselimuti salju. <end>
Flicker8k_Dataset/444047125_66b249287c.jpg	<start> Seseorang berjalan di lembah antara pegunungan tinggi. <end>
Flicker8k_Dataset/444047125_66b249287c.jpg	<start> Seseorang dengan ransel dan tongkat berjalan, berjalan menuju pegunungan di lembah di bawah. <end>
Flicker8k_Dataset/444047125_66b249287c.jpg	<start> Orang-orang dengan ransel hiking di pegunungan. <end>
Flicker8k_Dataset/444047125_66b249287c.jpg	<start> Tiga orang berjalan melalui lembah menuju pegunungan bersalju. <end>
Flicker8k_Dataset/3331009729_d3b14738e6.jpg	<start> Seorang gadis berjalan di trotoar saat berbicara di ponsel. <end>
Flicker8k_Dataset/3331009729_d3b14738e6.jpg	<start> Seorang wanita berjalan sambil berbicara di telepon. <end>
Flicker8k_Dataset/3331009729_d3b14738e6.jpg	<start> Seorang wanita berjalan dengan buku sambil berbicara di ponsel. <end>
Flicker8k_Dataset/3331009729_d3b14738e6.jpg	<start> Seorang wanita mengenakan mantel biru berjalan dan berbicara di ponselnya. <end>
Flicker8k_Dataset/3331009729_d3b14738e6.jpg	<start> Gadis berjaket ski berjalan di dekat gedung. <end>
Flicker8k_Dataset/2667015110_1670324a33.jpg	<start> Seorang anak dengan kemeja oranye dengan buku. <end>
Flicker8k_Dataset/2667015110_1670324a33.jpg	<start> Seorang pemuda Asia dengan kemeja panjang oranye memegang majalah. <end>
Flicker8k_Dataset/2667015110_1670324a33.jpg	<start> Seorang anak muda memegang buku. <end>
Flicker8k_Dataset/2667015110_1670324a33.jpg	<start> Anak itu memakai sweater oranye membawa buku. <end>
Flicker8k_Dataset/2667015110_1670324a33.jpg	<start> Ada seorang anak mengenakan kemeja oranye dan memegang buku oranye. <end>
Flicker8k_Dataset/3251976937_20625dc2b8.jpg	<start> Seekor anjing cokelat memegang tongkat besar di mulutnya berjalan di salju. <end>
Flicker8k_Dataset/3251976937_20625dc2b8.jpg	<start> Seekor anjing coklat memegang tongkat yang sangat besar. <end>
Flicker8k_Dataset/3251976937_20625dc2b8.jpg	<start> Seekor anjing di salju membawa dahan pohon di mulutnya. <end>
Flicker8k_Dataset/3251976937_20625dc2b8.jpg	<start> Brown anjing berjalan melalui salju dengan cabang tertutup salju di mulutnya. <end>
Flicker8k_Dataset/3251976937_20625dc2b8.jpg	<start> Anjing coklat berjalan di salju membawa tongkat besar, juga tertutup salju. <end>
Flicker8k_Dataset/2759813381_73303113d9.jpg	<start> Seekor anjing dirantai oleh pohon. <end>
Flicker8k_Dataset/2759813381_73303113d9.jpg	<start> Seekor anjing pada tali buang air besar di rumput <end>
Flicker8k_Dataset/2759813381_73303113d9.jpg	<start> Seekor anjing terikat di dekat pohon. <end>
Flicker8k_Dataset/2759813381_73303113d9.jpg	<start> Seekor anjing putih dan coklat sedang buang air besar yang terikat pada tali pohon. <end>
Flicker8k_Dataset/2759813381_73303113d9.jpg	<start> Anjing kuning dan coklat akan ke kamar mandi di luar. <end>
Flicker8k_Dataset/2686432878_0697dbc048.jpg	<start> Seorang wanita dengan kacamata, kemeja coklat, dan ransel. <end>
Flicker8k_Dataset/2686432878_0697dbc048.jpg	<start> Seorang gadis kulit putih dengan kaos coklat dan ransel <end>
Flicker8k_Dataset/2686432878_0697dbc048.jpg	<start> Seorang wanita mengenakan kemeja coklat dan kacamata tersenyum untuk kamera. <end>
Flicker8k_Dataset/2686432878_0697dbc048.jpg	<start> Ada seorang gadis muda dengan kacamata dan rambut kusut dengan ransel hijau. <end>
Flicker8k_Dataset/2686432878_0697dbc048.jpg	<start> Wanita muda dengan kemeja coklat, kacamata, dan ransel. <end>
Flicker8k_Dataset/633456174_b768c1d6cd.jpg	<start> Seorang anak dengan kemeja hitam telah melemparkan bola salju yang telah meninggalkan jejak salju di udara. <end>
Flicker8k_Dataset/633456174_b768c1d6cd.jpg	<start> Seorang anak berpakaian gelap di dekat semburan air mancur. <end>
Flicker8k_Dataset/633456174_b768c1d6cd.jpg	<start> Seorang anak disemprot oleh air. <end>
Flicker8k_Dataset/633456174_b768c1d6cd.jpg	<start> Seorang anak melempar benda ke depan gedung kaca. <end>
Flicker8k_Dataset/633456174_b768c1d6cd.jpg	<start> Seorang pria muda menari oleh air mancur. <end>
Flicker8k_Dataset/3667404919_b273df57e4.jpg	<start> Sebuah motor kotor tikungan pada jalur menurun. <end>
Flicker8k_Dataset/3667404919_b273df57e4.jpg	<start> Seorang pria dengan seragam putih mengendarai motorcross sepeda menyusuri jalur hutan. <end>
Flicker8k_Dataset/3667404919_b273df57e4.jpg	<start> Seseorang dengan sepeda motor dan mengenakan helm naik melalui daerah berhutan. <end>
Flicker8k_Dataset/3667404919_b273df57e4.jpg	<start> Penunggang BMX, berkendara menuruni bukit di jalan hutan. <end>
Flicker8k_Dataset/3667404919_b273df57e4.jpg	<start> Sepeda motor itu bersepeda di jalan setapak. <end>
Flicker8k_Dataset/3170856184_efabfd0297.jpg	<start> Seorang pemain kriket melempar bola sebagai pemukul bersiap-siap untuk menjalankan. <end>
Flicker8k_Dataset/3170856184_efabfd0297.jpg	<start> Seorang pria berakhir untuk melempar bola kriket dalam permainan kriket profesional. <end>
Flicker8k_Dataset/3170856184_efabfd0297.jpg	<start> Dua orang bermain kriket di stadion. <end>
Flicker8k_Dataset/3170856184_efabfd0297.jpg	<start> Dua orang berpakaian putih Cricket. <end>
Flicker8k_Dataset/3170856184_efabfd0297.jpg	<start> Dua orang dengan peralatan kriket bermain di lapangan dengan penonton di belakang mereka. <end>
Flicker8k_Dataset/2429729667_42effc165d.jpg	<start> Seorang gadis memiliki kepalanya di kayu dipotong dari kapal bajak laut sementara orang-orang membuang tomat. <end>
Flicker8k_Dataset/2429729667_42effc165d.jpg	<start> Seorang gadis kecil melempar sebuah benda pada seorang pria yang berdiri di belakang potongan pelaut di atas kapal. <end>
Flicker8k_Dataset/2429729667_42effc165d.jpg	<start> Seorang anak muda dan gadis mencoba untuk memukul seorang pria dengan bola dalam permainan yang adil. <end>
Flicker8k_Dataset/2429729667_42effc165d.jpg	<start> Anak-anak melemparkan makanan pada seseorang sebagai bagian dari permainan taman hiburan. <end>
Flicker8k_Dataset/2429729667_42effc165d.jpg	<start> Anak-anak menonton drama. <end>
Flicker8k_Dataset/1977827746_4e13d7e19f.jpg	<start> Seorang anak laki-laki dan perempuan duduk di gerobak makan corndog. <end>
Flicker8k_Dataset/1977827746_4e13d7e19f.jpg	<start> Dua anak makan corndog di luar. <end>
Flicker8k_Dataset/1977827746_4e13d7e19f.jpg	<start> Dua anak duduk di bak plastik di luar rumah, memegang corndog. <end>
Flicker8k_Dataset/1977827746_4e13d7e19f.jpg	<start> Dua balita makan corndog di gerobak kecil atau tempat sampah. <end>
Flicker8k_Dataset/1977827746_4e13d7e19f.jpg	<start> dua anak kecil makan corndog. <end>
Flicker8k_Dataset/241346794_4319f8af67.jpg	<start> Sekelompok pemain sepak bola, dan kerumunan orang. <end>
Flicker8k_Dataset/241346794_4319f8af67.jpg	<start> Sebuah pertandingan sepak bola. <end>
Flicker8k_Dataset/241346794_4319f8af67.jpg	<start> sekelompok besar pemain sepak bola akan memulai permainan dengan kelompok besar menonton <end>
Flicker8k_Dataset/241346794_4319f8af67.jpg	<start> Dua tim sepak bola di garis scrimmage <end>
Flicker8k_Dataset/241346794_4319f8af67.jpg	<start> Dua tim sepak bola berbaris sebelum mendaki. <end>
Flicker8k_Dataset/3420284416_a90af1fb7a.jpg	<start> Seorang pemain bisbol berada di lapangan bermain-main dengan penonton. <end>
Flicker8k_Dataset/3420284416_a90af1fb7a.jpg	<start> Seorang pria dengan topi hitam dan putih meregang mundur di stadion olahraga. <end>
Flicker8k_Dataset/3420284416_a90af1fb7a.jpg	<start> Seorang pria memakai topi putih mengayunkan lengannya kembali untuk melempar. <end>
Flicker8k_Dataset/3420284416_a90af1fb7a.jpg	<start> Seorang pemain tenis akan melayani. <end>
Flicker8k_Dataset/3420284416_a90af1fb7a.jpg	<start> Pemain tenis melayani bola. <end>
Flicker8k_Dataset/2942798367_022df04b49.jpg	<start> Dua anak berada di fairground ride. <end>
Flicker8k_Dataset/2942798367_022df04b49.jpg	<start> dua gadis di karnaval naik <end>
Flicker8k_Dataset/2942798367_022df04b49.jpg	<start> Dua gadis di taman hiburan naik. <end>
Flicker8k_Dataset/2942798367_022df04b49.jpg	<start> Dua gadis di taman hiburan naik tersenyum dan tertawa. <end>
Flicker8k_Dataset/2942798367_022df04b49.jpg	<start> Dua gadis naik pada bagian hiburan naik. <end>
Flicker8k_Dataset/2141713971_e25eb12712.jpg	<start> Seorang wanita dan seorang gadis naik kereta luncur menuruni bukit berdiri. <end>
Flicker8k_Dataset/2141713971_e25eb12712.jpg	<start> Seorang wanita dan seorang gadis muda, mengenakan jaket biru dan merajut topi, meluncur menuruni bukit di kereta luncur salju, anjing berjalan di sisi mereka. <end>
Flicker8k_Dataset/2141713971_e25eb12712.jpg	<start> Seorang wanita dan seorang gadis muda naik kereta luncur menuruni bukit bersalju sambil berdiri. <end>
Flicker8k_Dataset/2141713971_e25eb12712.jpg	<start> Seorang wanita dan gadis naik menurun pada kereta luncur dengan anjing berjalan di samping mereka <end>
Flicker8k_Dataset/2141713971_e25eb12712.jpg	<start> Dua orang naik kereta luncur menuruni bukit bersalju. <end>
Flicker8k_Dataset/2937461473_11bbace28c.jpg	<start> Sekelompok anak kulit putih melakukan tarian rutin sementara orang lain melompat tali. <end>
Flicker8k_Dataset/2937461473_11bbace28c.jpg	<start> Kerumunan anak-anak dengan kemeja putih, celana pendek hitam dan topi putih melompat tali. <end>
Flicker8k_Dataset/2937461473_11bbace28c.jpg	<start> Seorang anak kecil melompat tali saat anak-anak lain bertepuk tangan di atas kepala mereka di dekatnya. <end>
Flicker8k_Dataset/2937461473_11bbace28c.jpg	<start> Sekelompok anak-anak Asia berpakaian kemeja putih dan topi tampil dengan kerumunan melihat. <end>
Flicker8k_Dataset/2937461473_11bbace28c.jpg	<start> Beberapa anak semua terlibat dalam excersise <end>
Flicker8k_Dataset/3423802527_94bd2b23b0.jpg	<start> Sekelompok gadis dalam pakaian pemandu sorak. <end>
Flicker8k_Dataset/3423802527_94bd2b23b0.jpg	<start> sekelompok besar pemandu sorak berjalan dalam parade <end>
Flicker8k_Dataset/3423802527_94bd2b23b0.jpg	<start> Cheerleaders tampil. <end>
Flicker8k_Dataset/3423802527_94bd2b23b0.jpg	<start> banyak pemandu sorak mengenakan hitam, berjalan menyusuri jalan. <end>
Flicker8k_Dataset/3423802527_94bd2b23b0.jpg	<start> Parade pemandu sorak mengenakan seragam hitam merah muda dan putih. <end>
Flicker8k_Dataset/108899015_bf36131a57.jpg	<start> Seorang ski tunggal sedang membuat jalan mereka naik gunung. <end>
Flicker8k_Dataset/108899015_bf36131a57.jpg	<start> Skiiers di puncak bukit tertutup salju. <end>
Flicker8k_Dataset/108899015_bf36131a57.jpg	<start> Dua pejalan kaki mendaki bukit bersalju. <end>
Flicker8k_Dataset/108899015_bf36131a57.jpg	<start> Dua orang berada di gunung tertutup salju. <end>
Flicker8k_Dataset/108899015_bf36131a57.jpg	<start> Dua orang mendaki gunung bersalju. <end>
Flicker8k_Dataset/3636543173_15f56515e5.jpg	<start> Seorang pria mengangkat tangannya saat berdiri di samping pria lain dengan minuman. <end>
Flicker8k_Dataset/3636543173_15f56515e5.jpg	<start> Seorang pemuda berdiri di antara kerumunan pemuda lain sambil memegang kaleng minuman. <end>
Flicker8k_Dataset/3636543173_15f56515e5.jpg	<start> Pria yang mengenakan jaket coklat memegang rokok dan orang di belakangnya memegang sekaleng bir. <end>
Flicker8k_Dataset/3636543173_15f56515e5.jpg	<start> Dua pemuda sedang berpesta. <end>
Flicker8k_Dataset/3636543173_15f56515e5.jpg	<start> Dua pemuda berpose untuk kamera. <end>
Flicker8k_Dataset/2921094201_2ed70a7963.jpg	<start> Seorang pria duduk di kursi pesawat memegang seorang gadis muda dalam pelukannya, dikelilingi oleh penumpang lain. <end>
Flicker8k_Dataset/2921094201_2ed70a7963.jpg	<start> Seorang gadis kecil yang mengenakan tidur merah muda di pangkuan seorang pria sewaktu naik pesawat terbang. <end>
Flicker8k_Dataset/2921094201_2ed70a7963.jpg	<start> Seorang gadis muda tertidur dalam pelukan ayahnya sewaktu duduk di pesawat terbang. <end>
Flicker8k_Dataset/2921094201_2ed70a7963.jpg	<start> Gadis kecil tidur di pesawat yang ramai. <end>
Flicker8k_Dataset/2921094201_2ed70a7963.jpg	<start> Gadis muda memakai sweater merah muda duduk di seorang pria. <end>
Flicker8k_Dataset/3384528359_e920154177.jpg	<start> Sebuah crane, sayap outstreached, di atas laut. <end>
Flicker8k_Dataset/3384528359_e920154177.jpg	<start> Seekor burung besar mendarat di air. <end>
